SiteName,Lat,Long,LENGTH,UNIT_ID,PHY_IDENT,UNIT_TYPE,BC_CLASS,DETH_CLASS,NRDA_CLASS,GEO_MAPPER,GEO_EDITOR,GEO_MAP_DT,GEO_SOURCE,BIO_MAPPER,BIO_EDITOR,BIO_MAP_DT,BIO_SOURCE,BIO_SLIDE,SCALE,VIDEO_TAPE,VIDEO_DATE,VIDEO_TIME,BASE_MAP,CHART,EXP_CALC,EXP_OBSER,EXP_BIO,EXP_CLASS,ORI,SED_SOURCE,SED_ABUND,SED_DIR,CHNG_TYPE,HAB_CALC,SHORENAME,SM_TOT_PCT,SM1_TYPE,SM1_PCT,SM1_FT,SM2_TYPE,SM2_PCT,SM2_FT,SM3_TYPE,SM3_PCT,SM3_FT,RAMP,PIERDOCK,SLIP_SMALL,SLIP_LARGE,RAILROAD,RIPAR_PCT,RIPAR_FT,ITZ_WIDTH,ZONECOMP,VER_UNIT,GRA_UNIT,SED_UNIT,TRI_UNIT,SAL_UNIT,SPA_UNIT,FUC_UNIT,BAR_UNIT,BMU_UNIT,ULV_UNIT,GCA_UNIT,OYS_UNIT,MUS_UNIT,RED_UNIT,CAL_UNIT,SBR_UNIT,SAR_UNIT,CHB_UNIT,SUR_UNIT,DEN_UNIT,ZOS_UNIT,NER_UNIT,MAC_UNIT,BIO_UNIT,BIOUNITTXT,SHORENORM,FET_NORM,RIGHT_45,LEFT_45,MAX_FET_DI,MAX_FET,EFF_FET,TIDE_RNG,A1_FMTXT,A2_FMTXT,A3_FMTXT,A4_FMTXT,B1_FMTXT,B2_FMTXT,B3_FMTXT,B4_FMTXT,B5_FMTXT,C1_FMTXT,COMMENTS,Shape_Length,distance_to_shore_m
Scenic Beach State Park,47.651043,-122.845563,1724.249,937.0,3/2/156/0,L,28.0,78.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,V, ,"1:12,000",WA 1999-03,1999.0,17:04:45,T25N_R01W SW,18445,SP,SP,X,SP,3.0,B,M,X,S,9.0,SCENIC BEACH,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,80.0,1379.4,30.0,A1 B1 B2 C1, , , , , , ,P,P, ,P, ,P, , , , ,P, , , ,P, , ,FUC-P BAR-P ULV-P OYS-P SAR-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), SARGASSUM (SAR), EELGRASS (ZOS)",336.0,8.1,4.2,5.2,6.0,17.8,6.7,2.2,LOW INCLINED CLIFF (LIVE TREES OVERLYING TILL), , , ,"BEACH FACE (FALLEN TREES OVERLYING LOGS OVERLYING SAND, PEBBLE)",BEACH FACE (SAND), , , , , ,1724.2292862271497,58.89354537943272
Seabeck Bay,47.64656,-122.826454,3547.23,922.0,3/2/141/0,L,28.0,78.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,V, ,"1:12,000",WA 1999-03,1999.0,17:01:21,T25N_R01W SW,18445,SP,P,X,P,4.0,B,M,X,S,8.0,SEABECK BAY,80.0,RR,40.0,1418.89,CB,30.0,1064.17,WB,10.0,354.72,2.0,0.0,0.0,0.0,N,5.0,177.36,30.0,A1 B1 B2 C1, , , , , , , ,P, ,P, ,C, , , , , , , , ,C, , ,BAR-P ULV-P OYS-C ZOS-C,"BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), EELGRASS (ZOS)",325.0,1.2,4.2,1.2,343.0,11.4,4.0,2.2,"SEAWALL (RIPRAP, CONCRETE, WOOD); BEACH BERM (LOGS OVERLYING SAND); BOAT RAMP (METAL)", , , ,"BEACH FACE (SAND, PEBBLE); BOAT RAMP (METAL)",BEACH FACE (SAND); BOAT RAMP (METAL), , , , , ,3547.1748762429784,504.9717647116037
Seattle Waterfront,47.608873,-122.349157,6465.981,2559.0,5/1/085/0,L,32.0,94.0,9.0,Harper,Harper,19990222.0,V,Dethier,Dethier,19990302.0,X, ,"1:12,000",WA 1997-08,1997.0,21:24:11,T25N_R03E SE,18445,SP,SP,X,SP,3.0,X,S,X,S,4.0, ,100.0,SP,100.0,6465.98, ,0.0,0.0, ,0.0,0.0,0.0,12.0,30.0,21.0,N,0.0,0.0,100.0,A1 A2 B1 C1, , , , , , , , , ,P, , , ,P, , , , , , , ,P, ,ULV-P RED-P NER-P,"GREEN ALGAE (ULV), RED ALGAE (RED), KELP (NER)",224.0,3.4,11.3,2.3,242.0,16.2,5.5,2.4,SEAWALL (METAL),"WHARF (CONCRETE, WOOD)", , ,"SEAWALL (METAL); WHARF (CONCRETE, WOOD)", , , , , ,PILING SUPPORTED WHARFS IN FRONT OF SHEET PILE,6465.991801802902,221.47484051362318
Seddal Wall,48.873114,-125.249996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sekiu,48.267835,-124.297926,4734.695,448.0,2/1/038/0,L,32.0,47.0,9.0,Gillie,Harper,19970301.0,VC,Morris,Dethier,19970301.0,V, ,"1:12,000",WA 1995-05,1995.0,16:49:35,T32N_R12W SW,18460,SE,SP,X,SP,3.0,A,M,X,S,4.0,SEKIU MARINA,100.0,RR,100.0,4734.69, ,0.0,0.0, ,0.0,0.0,3.0,12.0,300.0,0.0,N,0.0,0.0,15.0,A1 A2 B1 B2 C1, , , , , , , ,P, , , , , ,P, ,P, ,P, , , ,P,P,BAR-P RED-P SBR-P CHB-P NER-P MAC-P,"BARNACLES (BAR), RED ALGAE (RED), KELP (SBR, CHB, NER, MAC)",93.0,3.6,1.1,25.6,87.0,118.0,19.4,1.6,LANDFILL (FILL),SEAWALL (RIPRAP), , ,"SEAWALL (RIPRAP); BEACH BERM (SAND, PEBBLE)","MARINA (WOOD); BEACH FACE (SAND, PEBBLE)", , , , , ,4734.731085623282,94.29095449346828
Shirttail Reef,48.5887,-123.021767,1325.209,6714.0,8/2/544/0,L,14.0,4.0,3.0,Harper,Harper,20000315.0,VPC,Dethier,Dethier,20000411.0,V, ,"1:12,000",WA 1999-11,1999.0,20:32:59,T36N_R03W SE,18423,SP,P,X,P,5.0,B,S,X,S,5.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,6.0,A1 B1 B2 C1,N, , , , , ,C,C, ,P, , , , , ,P,P, , , ,P, , ,VER-N FUC-C BAR-C ULV-P SBR-P SAR-P ZOS-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",270.0,0.0,0.0,0.0,0.0,15.0,2.0,1.4,LOW INCLINED CLIFF (BEDROCK); RAMP PLATFORM (BEDROCK), , , ,RAMP PLATFORM (VENEER OF SAND OVERLYING VENEER OF BOULDER OVERLYING BEDROCK); RAMP PLATFORM (BEDROCK),RAMP PLATFORM (VENEER OF BOULDER); RIVER CHANNEL (BEDROCK), , , , , ,1325.2289315870798,248.1050654228152
Skyline,48.491072,-122.690203,801.664,5333.0,7/3/165/0,L,4.0,2.0,1.0,Harper,Harper,19990601.0,VPC,Dethier,Dethier,19990613.0,V, ,"1:12,000",WA 1997-03,1997.0,19:10:26,T35N_R01E SW,18423,P,SE,SE,SE,1.0,X,S,X,S,3.0,FIDALGO HEAD,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,2.0,A1 B1 C1, , , , , , ,P,C, ,P, , , ,P, ,P, , , , , ,C, ,FUC-P BAR-C ULV-P RED-P SBR-P NER-C,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (SBR, NER)",140.0,4.0,0.5,0.3,146.0,4.8,1.2,1.4,STEEP CLIFF OF MODERATE HEIGHT (BEDROCK), , , ,"RAMP PLATFORM (VENEER OF BOULDER, COBBLE OVERLYING BEDROCK)", , , , , , ,801.6793957212966,37.50207989740521
Smallpox Bay,48.541072,-123.161846,861.266,5553.0,8/1/018/0,L,3.0,2.0,1.0,Harper,Harper,19940906.0,VPCT,Morris,Dethier,20000523.0,V, ,"1:12,000",WA 1994-01,1994.0,11:29:16,T35N_R04W NE,18433,SE,SE,X,SE,1.0,X,S,X,S,3.0,SAN JUAN PARK,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,5.0,A1 B1 C1,M, , , , , ,P,P, ,P, , , ,C, ,P, ,P, , , ,P, ,VER-M FUC-P BAR-P ULV-P RED-C SBR-P CHB-P NER-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (SBR, CHB, NER)",240.0,11.7,8.7,0.3,210.0,52.5,9.9,1.3,STEEP CLIFF OF MODERATE HEIGHT (BEDROCK), , , ,"LOW, STEEP CLIFF (BEDROCK)", , , , , , ,861.2775985890927,20.548617890958027
Smith Island,48.317517,-122.849206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Hat Island,48.003363,-122.301536,1112.583,4622.0,6/3/434/0,L,25.0,66.0,10.0,Starkes,Harper,19990615.0,VPC,Dethier,Dethier,19990721.0,V, ,"1:12,000",WA 1997-06,1997.0,21:42:27,T30N_R04E NW,18423,SP,P,X,P,5.0,A,M,X,A,7.0,GEDNEY ISLAND,30.0,WB,30.0,333.77, ,0.0,0.0, ,0.0,0.0,0.0,2.0,4.0,0.0,N,0.0,0.0,20.0,A1 B1 C1, , , , , , , ,P, ,P, , , , , , , , , , ,P, , ,BAR-P ULV-P ZOS-P,"BARNACLES (BAR), GREEN ALGAE (ULV), EELGRASS (ZOS)",73.0,8.0,6.9,5.2,343.0,12.7,6.5,2.3,BEACH BERM (SAND); SEAWALL (WOOD), , , ,"BEACH FACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND)", , , , , , ,1112.5962390616587,311.54210863844787
Speiden Southwest,48.633214,-123.115547,1354.102,6039.0,8/1/504/0,L,4.0,3.0,3.0,Harper,Harper,20000322.0,VP,Morris,Dethier,20000523.0,V, ,"1:12,000",WA 1999-11,1999.0,21:05:36,T36N_R03W NW,18423,SP,SP,SP,SP,2.0,B,S,X,S,4.0,SPIEDEN IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,3.0,A1 B1 C1,N, , , , , ,C,C, ,C, , , ,C, , , , , , , ,C, ,VER-N FUC-C BAR-C ULV-C RED-C NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (NER)",172.0,1.4,1.8,7.5,136.0,15.1,2.6,1.3,LOW INCLINED CLIFF (BEDROCK), , , ,RAMP PLATFORM (BEDROCK); RAMP PLATFORM (VENEER OF BOULDER OVERLYING BEDROCK), , , , , , ,1354.1110438439296,31.614078653271548
Squaxin Island,47.1676,-122.89592,4996.501,1988.0,4/3/170/0,L,30.0,74.0,11.0,Howes,Harper,20000225.0,VP,Dethier,Dethier,20000415.0,SV,WA 1999-12-26,"1:12,000",WA 1999-06,1999.0,21:46:18,T20N_R02W SE,18445,P,SP,X,SP,3.0,B,M,X,S,9.0,SQUAXIN ISLAND,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,60.0,2997.9,25.0,A1 A2 B1 B2 C1, , , , , , , ,P, ,C, ,P, , , ,P,P, , , , ,P, ,BAR-P ULV-C OYS-P SBR-P SAR-P NER-P,"BARNACLES (BAR), GREEN ALGAE (ULV), OYSTERS (OYS), KELP (SBR, NER), SARGASSUM (SAR)",226.0,3.3,1.6,3.1,220.0,7.6,3.0,3.2,STEEP CLIFF OF MODERATE HEIGHT (TILL); STEEP CLIFF OF MODERATE HEIGHT (LIVE TREES OVERLYING TILL),"LOW INCLINED CLIFF, RAMP (TILL, SAND)", , ,BEACH FACE (SAND),"BEACH WITH LOW TIDE TERRACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND)", , , , , ,4996.590417338352,142.7627060696128
Steilacoom Marina,47.168357,-122.614171,1747.409,1516.0,4/2/028/0,L,25.0,74.0,11.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,SV,WA 1999-10-23,"1:12,000",WA 1999-06,1999.0,20:17:43,T19N_R01E NE,18445,SP,SP,X,SP,3.0,A,M,S,S,9.0,GORDAN PT,60.0,RR,60.0,1048.45, ,0.0,0.0, ,0.0,0.0,0.0,3.0,20.0,0.0,N,5.0,87.37,40.0,A1 B1 C1, ,P, , , , , ,P, ,C, , , , , ,P,P, , , ,P, , ,GRA-P BAR-P ULV-C SBR-P SAR-P ZOS-P,"DUNE GRASS (GRA), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",319.0,4.2,5.5,4.8,331.0,19.5,5.8,3.0,SEAWALL (RIPRAP); BEACH BERM (SAND), , , ,"BEACH FACE (VENEER OF COBBLE, BOULDER, PEBBLE OVERLYING SAND); BEACH FACE (SAND)", , , , , , ,1747.4284705047928,72.08450964036646
Strawberry Falls,48.441679,-122.931917,1415.413,6976.0,8/3/047/0,L,4.0,2.0,1.0,Harper,Harper,20000115.0,VPC,Dethier,Dethier,20000325.0,V, ,"1:12,000",WA 1999-01,1999.0,15:48:12,T34N_R02W NE,18423,SE,SP,SE,SE,1.0,X,S,X,S,3.0,LONG IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,10.0,A1 B1 C1,M, , , , , ,P,C, , , , , , , ,P, ,P,P, , ,C, ,VER-M FUC-P BAR-C SBR-P CHB-P SUR-P NER-C,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), KELP (SBR, CHB, NER), SURFGRASS (SUR)",251.0,88.5,2.8,32.7,251.0,88.5,30.7,1.5,IRREGULAR RAMP PLATFORM (BEDROCK), , , ,IRREGULAR RAMP PLATFORM (BEDROCK), , , , , , ,1415.4014867577475,67.97354730521887
Sucia Island - Lawson's Bluff,48.76691,-122.918814,1946.578,6870.0,8/2/700/0,L,3.0,49.0,9.0,Harper,Harper,20000315.0,VPC,Dethier,Dethier,20000411.0,V, ,"1:12,000",WA 1999-12,1999.0,22:23:39,T38N_R02W SE,18423,SE,SP,X,SP,2.0,X,S,X,S,4.0,SUCIA IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,1.0,A1 B1 C1,N, , , , , ,P,C, ,P, , , ,P, ,P,P, , , , ,P, ,VER-N FUC-P BAR-C ULV-P RED-P SBR-P SAR-P NER-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), KELP (SBR, NER), SARGASSUM (SAR)",309.0,2.6,33.9,20.0,321.0,99.7,23.3,1.4,STEEP CLIFF OF MODERATE HEIGHT WITH CAVE (BEDROCK), , , ,STEEP CLIFF OF MODERATE HEIGHT WITH CAVE (BEDROCK), , , , , , ,1946.576766912222,10.004199438819583
Sucia Island - Shallow Bay,48.762198,-122.917962,465.274,6822.0,8/2/652/0,L,5.0,50.0,9.0,Harper,Harper,20000315.0,VPC,Dethier,Dethier,20000411.0,V, ,"1:12,000",WA 1999-12,1999.0,22:11:15,T38N_R02W SE,18423,SE,P,X,P,3.0,B,S,X,S,5.0,SUCIA IS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,10.0,A1 B1 C1,N, , , , , ,C,C, ,P, , , , , , ,P, , , , , , ,VER-N FUC-C BAR-C ULV-P SAR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), SARGASSUM (SAR)",26.0,0.5,0.4,25.0,302.0,61.5,6.6,1.4,"LOW, STEEP CLIFF (BEDROCK)", , , ,RAMP PLATFORM (VENEER OF BOULDER OVERLYING BEDROCK), , , , , , ,465.2715996266302,111.56957068109115
Sund Rock,47.435212,-123.119796,1344.889,1115.0,3/2/336/0,L,25.0,66.0,10.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,SV,"WA 1999-5-7,8","1:12,000",WA 1999-03,1999.0,18:11:03,T23N_R03W SW,18445,SP,P,X,P,5.0,A,M,X,S,7.0,HOOD CANAL,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,15.0,A1 B1 C1,N, , , , , ,P,C, ,P, , , ,P, , ,P, , , , , , ,VER-N FUC-P BAR-C ULV-P RED-P SAR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), SARGASSUM (SAR)",81.0,2.7,2.1,18.0,33.0,28.1,3.2,2.2,INCLINED CLIFF OF MODERATE HEIGHT (BEDROCK), , , ,"INCLINED BEACH (VENEER OF COBBLE, PEBBLE, BOULDER OVERLYING SAND)", , , , , , ,1344.8873369751345,39.51047160654079
Sund Rock North,47.435963,-123.119565,1344.889,1115.0,3/2/336/0,L,25.0,66.0,10.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,SV,"WA 1999-5-7,8","1:12,000",WA 1999-03,1999.0,18:11:03,T23N_R03W SW,18445,SP,P,X,P,5.0,A,M,X,S,7.0,HOOD CANAL,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,15.0,A1 B1 C1,N, , , , , ,P,C, ,P, , , ,P, , ,P, , , , , , ,VER-N FUC-P BAR-C ULV-P RED-P SAR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), SARGASSUM (SAR)",81.0,2.7,2.1,18.0,33.0,28.1,3.2,2.2,INCLINED CLIFF OF MODERATE HEIGHT (BEDROCK), , , ,"INCLINED BEACH (VENEER OF COBBLE, PEBBLE, BOULDER OVERLYING SAND)", , , , , , ,1344.8873369751345,58.21017821236342
Sund Rock South,47.434327,-123.119777,451.386,1114.0,3/2/335/0,L,3.0,49.0,9.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,V, ,"1:12,000",WA 1999-03,1999.0,18:10:57,T23N_R03W SW,18445,SP,SP,X,SP,2.0,B,S,X,S,4.0,HOOD CANAL,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,0.0,0.0,1.0,A1 B1 C1,N, , , , , ,C,C, ,P, , , ,P, , ,P, , , , , , ,VER-N FUC-C BAR-C ULV-P RED-P SAR-P,"LICHEN (VER), ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), RED ALGAE (RED), SARGASSUM (SAR)",109.0,2.0,2.9,3.4,37.0,11.9,4.8,2.2,STEEP CLIFF OF MODERATE HEIGHT (BEDROCK), , , ,"STEEP CLIFF OF MODERATE HEIGHT (BEDROCK); LOW INCLINED CLIFF, RAMP (VENEER OF BOULDER, COBBLE OVERLYING BEDROCK)", , , , , , ,451.3860500840454,7.67618157406756
Sunnyside Beach Park,47.179051,-122.592,1359.827,1513.0,4/2/025/0,L,27.0,74.0,11.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,V, ,"1:12,000",WA 1999-06,1999.0,20:16:41,T20N_R02E SW,18445,SP,SP,X,SP,3.0,A,M,X,S,9.0,SUNNYSIDE BEACH,70.0,CB,60.0,815.9,RR,10.0,135.98, ,0.0,0.0,0.0,0.0,0.0,0.0,Y,5.0,67.99,30.0,A1 A2 B1 B2 C1, ,P, , , , , , , ,P, , , , , ,P, , , , ,P, , ,GRA-P ULV-P SBR-P ZOS-P,"DUNE GRASS (GRA), GREEN ALGAE (ULV), KELP (SBR), EELGRASS (ZOS)",292.0,5.1,5.3,3.4,322.0,18.7,4.6,3.0,"SEAWALL (CONCRETE, RIPRAP)",BEACH BERM (LOGS OVERLYING SAND), , ,BEACH FACE (SAND); PILINGS (WOOD),BEACH WITH LOW TIDE TERRACE (VENEER OF PEBBLE OVERLYING SAND), , , , , ,1359.8402536034423,167.03805556601148
Sunrise Beach State Park,47.349115,-122.555572,1557.492,2972.0,5/2/176/0,L,25.0,66.0,10.0,Starkes,Harper,19990306.0,V,Dethier,Dethier,19990305.0,V, ,"1:12,000",WA 1997-07,1997.0,18:47:02,T22N_R02E SW,18445,SP,P,SP,SP,4.0,A,M,X,S,6.0, ,100.0,CB,80.0,1245.99,WB,20.0,311.5, ,0.0,0.0,2.0,0.0,0.0,0.0,N,0.0,0.0,22.0,A1 B1 B2 B3 C1, , , , , , , , , ,P, , , , , , ,P, , , ,P, , ,ULV-P SAR-P ZOS-P,"GREEN ALGAE (ULV), SARGASSUM (SAR), EELGRASS (ZOS)",111.0,2.7,3.5,2.5,129.0,14.2,4.7,2.4,"SEAWALL (CONCRETE, WOOD)", , , ,"SEAWALL (CONCRETE, WOOD)",BEACH FACE (SAND),BEACH FACE (VENEER OF PEBBLE OVERLYING SAND), , , , ,1557.4936965819807,34.40261924893794
Tacoma Narrows,47.265961,-122.550229,3362.352,1489.0,4/2/001/0,L,25.0,66.0,10.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,V, ,"1:12,000",WA 1999-06,1999.0,20:09:34,T21N_R02E SE,18445,SP,P,X,P,5.0,A,M,X,S,7.0,TITLOW,100.0,RR,100.0,3362.35, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.0,0.0,20.0,A1 B1 C1, , , , , , ,P,P, ,C, , , , , ,C,C, , , ,P,P, ,FUC-P BAR-P ULV-C SBR-C SAR-C ZOS-P NER-P,"ROCKWEED (FUC), BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR, NER), SARGASSUM (SAR), EELGRASS (ZOS)",293.0,1.5,1.7,4.6,215.0,22.8,4.6,3.0,SEAWALL (RIPRAP), , , ,"INCLINED BEACH (VENEER OF COBBLE, PEBBLE OVERLYING SAND)", , , , , , ,3362.350606981274,445.9243487541139
Tacoma Narrows - Point Evans,47.283592,-122.547394,5052.918,1744.0,4/2/258/0,L,25.0,66.0,10.0,Howes,Harper,20000305.0,VP,Dethier,Dethier,20000428.0,SV,WA 1997-11-16,"1:12,000",WA 1997-07,1997.0,18:37:19,T21N_R02E SE,18445,SP,P,X,P,5.0,A,M,X,S,7.0,THE NARROWS,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,75.0,3789.69,20.0,A1 A2 B1 C1, , , , , , , ,P, ,P, , , , , , ,P, , , , , , ,BAR-P ULV-P SAR-P,"BARNACLES (BAR), GREEN ALGAE (ULV), SARGASSUM (SAR)",116.0,1.5,1.8,1.9,200.0,16.8,3.0,3.0,"HIGH, STEEP CLIFF (TILL); STEEP CLIFF OF MODERATE HEIGHT (LIVE TREES, DUNE GRASSES OVERLYING TILL)","LOW INCLINED CLIFF, RAMP (FALLEN TREES OVERLYING TILL, SAND)", , ,"BEACH FACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND)", , , , , , ,5052.918074972104,117.46970227945242
The Pinnacle,47.721325,-122.88082,2252.783,1208.0,3/2/429/0,L,30.0,78.0,11.0,Howes,Harper,20000313.0,VP,Dethier,Dethier,20000515.0,V, ,"1:12,000",WA 1999-04,1999.0,19:31:33,T26N_R02W SE,18445,SP,P,X,P,4.0,A,M,X,S,8.0,HOOD CANAL,80.0,RR,80.0,1802.23, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,20.0,450.56,17.0,A1 A2 B1 C1, , , , , , ,P,C, , , ,C, , , , ,P, , , ,P, , ,FUC-P BAR-C OYS-C SAR-P ZOS-P,"ROCKWEED (FUC), BARNACLES (BAR), OYSTERS (OYS), SARGASSUM (SAR), EELGRASS (ZOS)",99.0,4.8,9.6,7.9,129.0,10.4,5.3,2.2,"LOW INCLINED CLIFF, RAMP (LIVE TREES OVERLYING TILL); LANDFILL (FILL)","SEAWALL (RIPRAP); LOW INCLINED CLIFF, RAMP (BEDROCK)", , ,"BEACH FACE (VENEER OF PEBBLE, COBBLE OVERLYING SAND)", , , , , , ,2252.7631319187844,280.63468198355747
Three Tree Point,47.45313,-122.378457,4101.741,2611.0,5/1/138/0,L,25.0,66.0,10.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990303.0,V, ,"1:12,000",WA 1997-08,1997.0,21:41:31,T23N_R03E SE,18445,SP,SP,SP,SP,4.0,A,M,X,S,6.0,SECOMA BEACH,80.0,RR,50.0,2050.87,WB,20.0,820.35,CB,10.0,410.17,0.0,0.0,0.0,0.0,N,0.0,0.0,25.0,A1 B1 C1, , , , , , , ,P, ,P, , , , , ,P,P, , , ,P, , ,BAR-P ULV-P SBR-P SAR-P ZOS-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",320.0,0.0,0.0,0.0,0.0,28.1,5.4,2.4,"SEAWALL (RIPRAP, CONCRETE, WOOD); BEACH BERM (LOGS OVERLYING SAND, PEBBLE)", , , ,"BEACH FACE (PEBBLE, SAND)", , , , , , ,4101.7389048341665,54.494902890918866
Three Tree Point North,47.45607,-122.376451,4101.741,2611.0,5/1/138/0,L,25.0,66.0,10.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990303.0,V, ,"1:12,000",WA 1997-08,1997.0,21:41:31,T23N_R03E SE,18445,SP,SP,SP,SP,4.0,A,M,X,S,6.0,SECOMA BEACH,80.0,RR,50.0,2050.87,WB,20.0,820.35,CB,10.0,410.17,0.0,0.0,0.0,0.0,N,0.0,0.0,25.0,A1 B1 C1, , , , , , , ,P, ,P, , , , , ,P,P, , , ,P, , ,BAR-P ULV-P SBR-P SAR-P ZOS-P,"BARNACLES (BAR), GREEN ALGAE (ULV), KELP (SBR), SARGASSUM (SAR), EELGRASS (ZOS)",320.0,0.0,0.0,0.0,0.0,28.1,5.4,2.4,"SEAWALL (RIPRAP, CONCRETE, WOOD); BEACH BERM (LOGS OVERLYING SAND, PEBBLE)", , , ,"BEACH FACE (PEBBLE, SAND)", , , , , , ,4101.7389048341665,223.3657867377735
Tire Reef N Saltwater State Park,47.375459,-122.327986,3359.969,2627.0,5/1/154/0,L,24.0,58.0,9.0,Starkes,Harper,19990222.0,V,Dethier,Dethier,19990304.0,V, ,"1:12,000",WA 1997-08,1997.0,21:49:02,T22N_R04E SW,18445,SP,SP,SP,SP,4.0,B,M,X,S,6.0, ,0.0, ,0.0,0.0, ,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,N,75.0,2519.98,30.0,A1 B1 B2 C1, , , , , , , , ,C,C, , , , , , ,P, , , , , , ,BMU-C ULV-C SAR-P,"MUSSELS (BMU), GREEN ALGAE (ULV), SARGASSUM (SAR)",260.0,8.3,10.6,7.3,326.0,21.4,8.0,2.4,"HIGH, STEEP CLIFF (TILL)", , , ,"BEACH FACE (PEBBLE, SAND)","BEACH WITH LOW TIDE TERRACE (SAND, TILL)", , , , , ,3359.9640167528983,251.94402297008122
